Taxa	Yield	Protein	Heading	Height	TW	NDVI	NDRE1	NWI1	NWI2
SW17035-10	37.92023683	11.77496947	161.9820888	28.7834489	57.96635801	0.509862679	-0.079000821	-0.03795187	0.0244889
SW17036-1	31.92023683	10.8502748	169.9820888	26.7834489	60.36635801	0.483911699	-0.095953197	-0.03605934	0.021371684
SW17036-2	35.92023683	10.57496947	165.9820888	30.7834489	58.96635801	0.458530147	-0.100799943	-0.027146218	0.029053992
SW17036-4	35.92023683	12.07496947	163.9820888	26.7834489	54.16635801	0.501779755	-0.086299257	-0.03906089	0.021909164
Seahawk	38.96786857	11.77496947	167.1612012	24.94895989	63.7777779	0.436088167	-0.096060701	-0.036899587	0.031467821
SW17036-5	45.92023683	13.47496947	167.9820888	30.7834489	60.16635801	0.520464547	-0.072660257	-0.04636264	0.015712326
SW17036-7	31.92023683	11.97496947	169.9820888	26.7834489	56.56635801	0.493247543	-0.089109209	-0.041405072	0.01892252
SW17036-8	27.92023683	12.47496947	167.9820888	28.7834489	52.96635801	0.510700389	-0.081094117	-0.042273558	0.016327194
SW17036-9	19.92023683	14.17496947	167.9820888	26.7834489	51.96635801	0.484899519	-0.096026349	-0.02930367	0.025827428
SW17036-10	25.92023683	11.47496947	157.9820888	26.7834489	56.36635801	0.455337505	-0.096632807	-0.02143889	0.038009814
SW17037-6	31.92023683	11.47496947	165.9820888	26.7834489	56.56635801	0.467300461	-0.089352373	-0.035038098	0.025645608
SW17037-7	21.92023683	12.8502748	163.9820888	28.7834489	54.36635801	0.506930479	-0.085208943	-0.042524174	0.014192206
SW17037-8	37.92023683	11.77496947	157.9820888	30.7834489	60.56635801	0.447697465	-0.100817601	-0.026519164	0.033170146
SW17038-5	37.92023683	11.27496947	159.9820888	26.7834489	61.56635801	0.505081407	-0.084017283	-0.03576066	0.0214088
Louise	10.96786857	12.37496947	165.1612012	28.94895989	51.9777779	0.431967369	-0.113538279	-0.016343307	0.040035027
SW17038-10	29.92023683	12.87496947	165.9820888	30.7834489	56.16635801	0.464582139	-0.097146783	-0.024809022	0.034146476
SW17040-5	21.92023683	12.87496947	159.9820888	30.7834489	56.76635801	0.421162525	-0.109966781	-0.019287928	0.042034012
SW17040-6	35.92023683	10.97496947	163.9820888	28.7834489	57.36635801	0.446016279	-0.094972955	-0.035002056	0.028371032
SW17040-8	25.92023683	13.27496947	167.9820888	26.7834489	51.16635801	0.457062351	-0.092335251	-0.035157304	0.028640736
SW17041-5	21.92023683	12.37496947	165.9820888	28.7834489	51.56635801	0.524861763	-0.076434827	-0.04858127	0.0106659
SW17041-9	35.92023683	10.27496947	159.9820888	28.7834489	58.36635801	0.457593287	-0.105169277	-0.022042632	0.031152678
SW17041-11	9.920236825	11.9502748	163.9820888	28.7834489	47.16635801	0.499341263	-0.087011133	-0.040522842	0.016707726
SW17041-14	31.92023683	10.37496947	165.9820888	30.7834489	60.96635801	0.451298383	-0.109368373	-0.026136496	0.028381386
SW17042-1	37.92023683	10.67496947	165.9820888	24.7834489	60.56635801	0.503472515	-0.093913469	-0.0370848	0.016030924
Ryan	52.96786857	11.07496947	155.1612012	28.94895989	56.9777779	0.534674829	-0.071454175	-0.045874619	0.018758595
SW17042-3	29.92023683	10.87496947	159.9820888	22.7834489	56.36635801	0.455844081	-0.108897015	-0.018485428	0.03920197
SW17042-4	31.92023683	11.17496947	157.9820888	24.7834489	55.96635801	0.444467003	-0.106314325	-0.017281718	0.045373816
SW17042-5	39.92023683	11.17496947	165.9820888	32.7834489	52.16635801	0.536590579	-0.075418149	-0.046533524	0.019177066
SW17042-6	25.92023683	10.87496947	157.9820888	20.7834489	49.76635801	0.462792521	-0.097017391	-0.030703036	0.034229454
SW17042-7	39.92023683	10.67496947	165.9820888	26.7834489	56.76635801	0.525506409	-0.077450773	-0.051921102	0.016446326
SW17042-8	31.92023683	11.37496947	165.9820888	26.7834489	53.96635801	0.498960257	-0.095189309	-0.045026084	0.019630626
SW17042-9	37.92023683	10.3902748	165.9820888	28.7834489	61.16635801	0.460407829	-0.102874173	-0.042957864	0.023519992
SW17042-10	35.92023683	9.914969466	163.9820888	24.7834489	56.76635801	0.440073453	-0.109512259	-0.04252607	0.029214504
SW17042-11	23.92023683	11.11496947	163.9820888	22.7834489	52.56635801	0.425440775	-0.123707139	-0.029877744	0.03967952
Melba	27.19286857	11.71496947	166.8362012	19.57395989	57.2477779	0.497214046	-0.09874596	-0.049282588	0.013620001
SW17043-1	28.14523683	10.51496947	157.6570888	25.4084489	55.83635801	0.311058524	-0.144469778	-0.007548816	0.060434015
SW17043-3	42.14523683	10.71496947	163.6570888	23.4084489	52.23635801	0.429993268	-0.102767408	-0.047845144	0.016986561
SW17043-4	32.14523683	12.11496947	165.6570888	21.4084489	50.03635801	0.52683911	-0.079064472	-0.059546018	-0.001598753
SW17043-5	30.14523683	11.91496947	163.6570888	23.4084489	55.23635801	0.525176746	-0.07993554	-0.054433068	0.003692617
SW17043-6	32.14523683	11.01496947	163.6570888	25.4084489	51.83635801	0.512417626	-0.071427246	-0.05260169	0.013431737
SW17043-8	38.14523683	11.71496947	159.6570888	23.4084489	50.63635801	0.504565332	-0.07993405	-0.04392698	0.017016499
SW17043-9	26.14523683	11.3902748	157.6570888	23.4084489	48.43635801	0.469073382	-0.099083608	-0.025130422	0.030525147
SW17043-10	40.14523683	10.61496947	165.6570888	25.4084489	51.23635801	0.523348748	-0.082708046	-0.046719618	0.006656133
SW17043-11	42.14523683	11.51496947	163.6570888	25.4084489	53.83635801	0.537687064	-0.076893996	-0.050551316	-0.001882861
Seahawk	43.19286857	11.01496947	166.8362012	25.57395989	59.2477779	0.473053308	-0.079714754	-0.047715402	0.016660729
SW17066-2	42.14523683	11.11496947	165.6570888	19.4084489	60.83635801	0.469611402	-0.098396136	-0.024544756	0.028170541
SW17067-7	20.14523683	10.81496947	165.6570888	23.4084489	51.23635801	0.45336714	-0.10979747	-0.020662706	0.026088085
SW17067-10	40.14523683	10.81496947	167.6570888	21.4084489	57.23635801	0.508295124	-0.086542926	-0.03612744	0.012071675
SW17068-1	28.14523683	13.41496947	167.6570888	25.4084489	59.43635801	0.484047772	-0.09444707	-0.031058558	0.019804213
SW17068-2	30.14523683	10.31496947	163.6570888	23.4084489	59.63635801	0.473697372	-0.094617486	-0.03270991	0.019603701
SW17068-5	40.14523683	11.81496947	163.6570888	33.4084489	63.23635801	0.461211086	-0.092958962	-0.036073746	0.021189181
SW17068-8	30.14523683	14.0902748	163.6570888	31.4084489	59.83635801	0.435010904	-0.118802338	-0.025226862	0.019485903
SW17068-9	44.14523683	10.31496947	159.6570888	31.4084489	61.43635801	0.469886576	-0.089330904	-0.033373752	0.024225117
SW17068-11	12.14523683	11.91496947	165.6570888	27.4084489	50.83635801	0.404486118	-0.130845778	-0.011118048	0.035261921
Louise	15.19286857	12.21496947	164.8362012	31.57395989	51.4477779	0.505721692	-0.090611612	-0.03262488	0.014708393
SW17068-12	36.14523683	10.61496947	163.6570888	25.4084489	60.43635801	0.452978506	-0.107724866	-0.023871496	0.019240287
SW17068-13	28.14523683	10.81496947	165.6570888	29.4084489	62.23635801	0.49116278	-0.08528857	-0.03346125	0.020814105
SW17069-1	30.14523683	10.51496947	163.6570888	29.4084489	62.83635801	0.51368547	-0.08026352	-0.032308286	0.019756953
SW17069-3	36.14523683	10.21496947	165.6570888	27.4084489	61.63635801	0.570175642	-0.066520896	-0.052658586	-0.004776281
SW17069-4	40.14523683	10.91496947	167.6570888	29.4084489	61.23635801	0.577974082	-0.066570346	-0.050100366	-0.000292051
SW17069-6	44.14523683	10.41496947	157.6570888	27.4084489	62.43635801	0.537687556	-0.072467352	-0.041836726	0.012584277
SW17069-7	34.14523683	9.990274805	163.6570888	25.4084489	62.03635801	0.467990896	-0.108772616	-0.025198006	0.020246553
SW17069-9	50.14523683	10.21496947	165.6570888	29.4084489	62.43635801	0.564910746	-0.07139635	-0.053633302	-0.003730137
SW17069-10	38.14523683	10.61496947	163.6570888	29.4084489	65.23635801	0.510560206	-0.089781082	-0.034268086	0.013810163
Ryan	55.19286857	10.31496947	156.8362012	27.57395989	59.4477779	0.541809806	-0.069931106	-0.047176718	0.006936675
SW17070-3	42.14523683	10.21496947	165.6570888	17.4084489	59.43635801	0.459003794	-0.100361664	-0.027010834	0.024144407
SW17070-5	42.14523683	10.71496947	165.6570888	25.4084489	63.43635801	0.462945934	-0.099870884	-0.030226334	0.018735597
SW17070-7	40.14523683	11.21496947	169.6570888	29.4084489	62.63635801	0.554341256	-0.07224108	-0.055054138	-0.002569535
SW17074-3	46.14523683	10.21496947	163.6570888	31.4084489	64.23635801	0.530217466	-0.079805914	-0.049694336	-0.002189871
SW17074-5	26.14523683	11.01496947	165.6570888	29.4084489	57.43635801	0.500952936	-0.098096916	-0.035669426	0.007130153
SW17074-6	34.14523683	10.81496947	165.6570888	23.4084489	60.63635801	0.49843156	-0.09343582	-0.033291114	0.012891847
SW17074-7	44.14523683	10.9552748	169.6570888	31.4084489	66.63635801	0.432877262	-0.109575386	-0.022784178	0.028011295
SW17074-8	52.14523683	10.17996947	163.6570888	33.4084489	62.83635801	0.56710354	-0.063841516	-0.060391928	-0.010361539
SW17074-11	34.14523683	10.77996947	163.6570888	31.4084489	59.43635801	0.4406851	-0.116966792	-0.02444436	0.018673573
Melba	24.24286857	12.27996947	170.8612012	16.72395989	59.6702779	0.560604293	-0.076424125	-0.056885384	-0.012082634
SW17074-13	47.19523683	10.57996947	159.6820888	28.5584489	59.85885801	0.514798889	-0.088312764	-0.048972734	0.001896665
SW17075-1	41.19523683	11.77996947	171.6820888	32.5584489	62.45885801	0.525364667	-0.08340908	-0.056948164	-0.008629687
SW17075-3	37.19523683	11.47996947	157.6820888	30.5584489	63.25885801	0.395358543	-0.115707072	-0.019778342	0.034529051
SW17075-4	37.19523683	11.37996947	169.6820888	28.5584489	59.25885801	0.505187607	-0.092861776	-0.047728042	-0.000644803
SW17075-6	41.19523683	11.57996947	167.6820888	24.5584489	64.25885801	0.457544899	-0.088228518	-0.0414308	0.013848061
SW17075-7	37.19523683	11.67996947	169.6820888	30.5584489	62.65885801	0.459914159	-0.097253654	-0.04010813	0.011791803
SW17075-8	49.19523683	11.3552748	165.6820888	30.5584489	63.85885801	0.469821327	-0.089452308	-0.044537588	0.007683887
SW17075-9	37.19523683	10.97996947	167.6820888	26.5584489	63.05885801	0.440570775	-0.105691156	-0.035845208	0.014617431
SW17075-10	43.19523683	11.47996947	167.6820888	30.5584489	59.65885801	0.489026993	-0.088286702	-0.041226196	0.008487169
Seahawk	46.24286857	10.57996947	164.8612012	24.72395989	60.2702779	0.501390991	-0.069112609	-0.06096856	-0.002455976
SW17076-1	43.19523683	10.07996947	155.6820888	30.5584489	59.25885801	0.474248245	-0.09758735	-0.030003508	0.015093727
SW17076-2	49.19523683	10.67996947	163.6820888	24.5584489	64.25885801	0.530140747	-0.07388883	-0.050651234	0.000453501
SW17076-3	49.19523683	9.879969466	161.6820888	26.5584489	59.85885801	0.553221555	-0.078036524	-0.051735394	-0.007589367
SW17076-4	43.19523683	10.17996947	165.6820888	28.5584489	60.05885801	0.463711725	-0.096943298	-0.023605938	0.024778275
SW17076-5	29.19523683	10.17996947	159.6820888	30.5584489	61.45885801	0.493179641	-0.084819244	-0.033951228	0.016218959
SW17076-6	41.19523683	9.979969466	165.6820888	26.5584489	60.85885801	0.483711297	-0.09515519	-0.031925364	0.016080723
SW17076-7	31.19523683	11.7552748	167.6820888	24.5584489	57.65885801	0.523832677	-0.083095816	-0.043844608	0.003038699
SW17076-8	41.19523683	9.879969466	165.6820888	30.5584489	59.45885801	0.535684175	-0.083094474	-0.046306486	-0.003030683
SW17076-9	43.19523683	9.179969466	159.6820888	32.5584489	60.05885801	0.475935405	-0.096043972	-0.03764035	0.006381129
Louise	14.24286857	12.67996947	164.8612012	32.72395989	49.6702779	0.473415351	-0.098135813	-0.02654458	0.022091484
SW17076-10	31.19523683	10.27996947	165.6820888	24.5584489	58.05885801	0.507221883	-0.08738374	-0.039620542	0.011126487
SW17076-11	33.19523683	9.379969466	157.6820888	26.5584489	61.25885801	0.417304817	-0.117776422	-0.010836414	0.032829047
SW17076-12	37.19523683	11.87996947	163.6820888	26.5584489	61.25885801	0.533983775	-0.075233606	-0.04428839	0.004560793
SW17076-13	37.19523683	11.97996947	163.6820888	22.5584489	60.45885801	0.481770999	-0.094738502	-0.034762104	0.010992715
SW17076-14	35.19523683	9.879969466	157.6820888	24.5584489	58.25885801	0.433792249	-0.109194728	-0.018588936	0.029295619
SW17076-16	31.19523683	11.87996947	159.6820888	24.5584489	57.65885801	0.488088783	-0.082658078	-0.034906404	0.018558487
SW17077-2	11.19523683	12.8552748	167.6820888	22.5584489	47.45885801	0.405050425	-0.128786856	-0.011472522	0.025916663
SW17077-3	47.19523683	10.77996947	159.6820888	28.5584489	60.05885801	0.533464927	-0.076180296	-0.043557522	0.005085577
SW17077-6	27.19523683	12.47996947	167.6820888	24.5584489	56.65885801	0.419760915	-0.12128133	-0.016551182	0.022778479
Ryan	34.24286857	11.87996947	154.8612012	28.72395989	50.6702779	0.517002101	-0.074134137	-0.046093692	0.004063502
SW17077-8	37.19523683	12.27996947	163.6820888	28.5584489	54.85885801	0.575910487	-0.047270376	-0.064935924	-0.003981061
SW17077-10	7.195236825	12.27996947	165.6820888	24.5584489	49.05885801	0.504545597	-0.087479724	-0.040354312	0.006567183
SW17077-14	39.19523683	11.57996947	165.6820888	30.5584489	58.45885801	0.552631093	-0.05998897	-0.058761194	-0.003010505
SW17078-3	15.19523683	11.77996947	169.6820888	26.5584489	57.05885801	0.516019389	-0.081663816	-0.04839774	0.000583713
SW17078-7	33.19523683	10.77996947	165.6820888	30.5584489	60.65885801	0.559184451	-0.058161062	-0.06656964	-0.011272629
SW17080-1	21.19523683	11.07996947	163.6820888	26.5584489	54.05885801	0.537843795	-0.079123612	-0.056060136	-0.004613569
SW17080-4	27.19523683	10.9127748	157.6820888	26.5584489	57.85885801	0.520029469	-0.090677242	-0.054714818	-0.007646681
SW17080-5	29.19523683	9.437469466	167.6820888	30.5584489	58.25885801	0.527038539	-0.08117322	-0.071417606	-0.016793815
SW17080-6	35.19523683	9.837469466	167.6820888	26.5584489	59.85885801	0.532729511	-0.068868084	-0.068280792	0.000530611
Melba	28.89286857	10.73746947	166.7612012	23.54895989	56.9377779	0.516461074	-0.082863817	-0.058479544	-0.001071147
SW17080-7	37.84523683	10.63746947	165.5820888	23.3834489	60.92635801	0.460847738	-0.082227055	-0.043698803	0.019380825
SW17080-8	39.84523683	11.23746947	157.5820888	25.3834489	60.32635801	0.484962474	-0.090187323	-0.046918437	0.004724483
SW17080-9	31.84523683	9.937469466	161.5820888	27.3834489	56.32635801	0.520087602	-0.072649047	-0.047468959	0.007797995
SW17080-10	13.84523683	11.63746947	163.5820888	23.3834489	57.12635801	0.456344222	-0.089237691	-0.024855241	0.028175785
SW17080-12	9.845236825	12.33746947	169.5820888	25.3834489	50.52635801	0.541978064	-0.081607669	-0.046703567	-0.003356031
SW17080-13	31.84523683	9.437469466	157.5820888	23.3834489	56.52635801	0.536747624	-0.075789423	-0.045037743	0.001022455
SW17080-14	35.84523683	10.7127748	167.5820888	29.3834489	56.92635801	0.569478208	-0.068188975	-0.054419435	-0.009303063
SW17080-15	21.84523683	10.63746947	171.5820888	25.3834489	52.72635801	0.564469854	-0.068291665	-0.052531129	-0.008432533
SW17081-2	35.84523683	9.537469466	157.5820888	25.3834489	57.72635801	0.422066826	-0.115513443	-0.021206783	0.019583771
Seahawk	42.89286857	11.03746947	164.7612012	21.54895989	58.9377779	0.432682368	-0.088135451	-0.038611834	0.018414087
SW17081-3	33.84523683	10.23746947	157.5820888	25.3834489	58.92635801	0.424230132	-0.121250481	-0.020526507	0.021020705
SW17081-4	39.84523683	10.63746947	155.5820888	29.3834489	60.92635801	0.387280028	-0.114096533	-0.016393307	0.035368255
SW17081-5	43.84523683	11.03746947	163.5820888	21.3834489	57.72635801	0.456457368	-0.094602301	-0.036318563	0.014401627
SW17081-7	47.84523683	10.83746947	157.5820888	31.3834489	59.12635801	0.47619527	-0.088613523	-0.036136709	0.014697215
SW17081-8	51.84523683	11.13746947	163.5820888	29.3834489	65.52635801	0.52018634	-0.074400729	-0.048753241	0.000302177
SW17082-1	39.84523683	11.23746947	165.5820888	33.3834489	60.92635801	0.521590214	-0.071366649	-0.051478547	0.004630635
SW17082-2	39.84523683	11.8127748	167.5820888	29.3834489	59.72635801	0.532030174	-0.075504021	-0.049368173	0.000608117
SW17082-3	23.84523683	11.03746947	167.5820888	25.3834489	58.72635801	0.423800398	-0.117345645	-0.019838095	0.024715235
SW17082-4	33.84523683	11.33746947	167.5820888	29.3834489	60.92635801	0.481949308	-0.089394969	-0.038544727	0.012054461
Louise	16.89286857	12.53746947	162.7612012	33.54895989	51.3377779	0.480122984	-0.096831345	-0.03260394	0.012658229
SW17083-9	39.84523683	10.93746947	163.5820888	29.3834489	60.52635801	0.50938176	-0.072884935	-0.049000641	0.002556543
SW17085-4	27.84523683	11.63746947	159.5820888	31.3834489	56.12635801	0.460765424	-0.094920965	-0.032330647	0.012289797
SW17085-5	17.84523683	12.83746947	165.5820888	25.3834489	58.12635801	0.534620466	-0.076068393	-0.049260143	0.000348827
SW17086-1	45.84523683	10.63746947	163.5820888	27.3834489	61.52635801	0.51004781	-0.094884813	-0.044437541	-0.000508667
SW17087-1	39.84523683	11.73746947	159.5820888	25.3834489	53.32635801	0.553997982	-0.070840481	-0.054804227	-0.008635435
SW17087-3	27.84523683	12.13746947	163.5820888	27.3834489	56.32635801	0.49808054	-0.085824485	-0.043942375	0.006861103
SW17088-1	39.84523683	10.2127748	175.5820888	29.3834489	59.92635801	0.569223426	-0.066184469	-0.068856423	-0.019941839
SW17088-2	45.84523683	11.03746947	163.5820888	23.3834489	63.72635801	0.52522906	-0.075889975	-0.048141507	0.005238537
SW17088-9	33.84523683	10.73746947	167.5820888	25.3834489	59.12635801	0.5412545	-0.076180539	-0.054563117	-0.001811167
Ryan	58.89286857	9.837469466	154.7612012	29.54895989	60.3377779	0.508647256	-0.080061745	-0.048573798	0.001546857
SW17088-10	55.84523683	11.33746947	169.5820888	27.3834489	63.52635801	0.516821566	-0.082115817	-0.055820693	-0.006643549
SW17088-11	47.84523683	11.63746947	165.5820888	25.3834489	62.92635801	0.48209114	-0.092099657	-0.039644821	0.014592077
SW17088-13	41.84523683	9.237469466	167.5820888	23.3834489	60.52635801	0.468318958	-0.103989119	-0.039646163	0.004162205
SW17088-14	47.84523683	12.33746947	169.5820888	23.3834489	60.32635801	0.512210884	-0.088941785	-0.046276823	0.001659341
SW17089-5	35.84523683	11.43746947	163.5820888	21.3834489	58.32635801	0.494336714	-0.080530375	-0.036079497	0.020399963
SW17091-2	39.84523683	10.03746947	165.5820888	25.3834489	64.32635801	0.441193608	-0.114344603	-0.027579219	0.017384711
SW17091-3	33.84523683	12.2402748	167.5820888	27.3834489	59.12635801	0.518607218	-0.085574519	-0.051122159	-0.003593667
SW17091-6	41.84523683	11.56496947	165.5820888	29.3834489	59.72635801	0.524323958	-0.074145073	-0.051319269	-0.000221219
SW17091-7	25.84523683	11.76496947	167.5820888	25.3834489	53.32635801	0.521436042	-0.097375903	-0.050127555	-0.007304937
Melba	33.39286857	11.26496947	169.6862012	21.49895989	61.7077779	0.560335093	-0.068591623	-0.059671515	-0.012142991
SW17092-2	38.34523683	12.26496947	160.5070888	29.3334489	63.29635801	0.507314925	-0.085468653	-0.042976557	0.007724748
SW17092-3	42.34523683	11.56496947	168.5070888	33.3334489	60.29635801	0.611569485	-0.048318907	-0.068186051	-0.015827504
SW17093-1	34.34523683	10.96496947	160.5070888	27.3334489	61.49635801	0.413347471	-0.117826421	-0.019365697	0.028655346
SW17093-2	42.34523683	10.66496947	168.5070888	25.3334489	59.29635801	0.524403243	-0.075165001	-0.046173497	0.008316158
SW17094-4	46.34523683	11.46496947	160.5070888	23.3334489	62.29635801	0.443486279	-0.093052635	-0.038501711	0.012064606
SW17094-5	40.34523683	10.76496947	166.5070888	23.3334489	59.29635801	0.492949935	-0.088115479	-0.051791621	-0.00640388
SW17094-7	44.34523683	10.6402748	158.5070888	23.3334489	63.29635801	0.457207143	-0.093234321	-0.042855291	0.0052567
SW17094-8	44.34523683	12.16496947	176.5070888	25.3334489	59.29635801	0.534286529	-0.074594735	-0.052377979	-0.001697344
SW17095-13	36.34523683	10.46496947	166.5070888	27.3334489	60.69635801	0.471579981	-0.100186631	-0.034979441	0.010323654
Seahawk	47.39286857	11.36496947	165.6862012	25.49895989	61.9077779	0.496875447	-0.068118199	-0.059999683	0.000278643
SW17097-4	44.34523683	11.56496947	164.5070888	29.3334489	64.09635801	0.556002905	-0.065973807	-0.058969467	-0.0080039
SW17097-5	36.34523683	10.66496947	160.5070888	31.3334489	62.09635801	0.446763321	-0.101091789	-0.035061953	0.013293146
SW17097-6	40.34523683	11.06496947	164.5070888	29.3334489	59.89635801	0.503494223	-0.081131999	-0.047491919	-0.001596534
SW17097-7	44.34523683	11.66496947	166.5070888	33.3334489	62.09635801	0.511215969	-0.086210281	-0.043928753	0.001412596
SW17097-10	28.34523683	10.36496947	158.5070888	25.3334489	60.69635801	0.413404749	-0.124087997	-0.018399079	0.018721532
SW17097-11	28.34523683	10.76496947	160.5070888	27.3334489	58.49635801	0.506872839	-0.086753719	-0.036592323	0.010987434
SW17097-12	30.34523683	13.4402748	158.5070888	25.3334489	57.29635801	0.429650111	-0.107439639	-0.027577633	0.01796455
SW17097-13	46.34523683	11.16496947	160.5070888	31.3334489	59.29635801	0.523531993	-0.073582789	-0.053013747	-0.002288218
SW17097-14	36.34523683	11.26496947	158.5070888	25.3334489	61.29635801	0.441713063	-0.106229253	-0.026307949	0.017145952
Louise	9.392868573	13.56496947	165.6862012	29.49895989	47.7077779	0.471986221	-0.094105901	-0.030586473	0.018157459
SW17098-1	32.34523683	12.06496947	156.5070888	25.3334489	52.69635801	0.447272589	-0.100741471	-0.036068103	0.014662154
SW17098-4	14.34523683	11.46496947	168.5070888	25.3334489	56.09635801	0.399040111	-0.121754141	-0.014417697	0.02951693
SW17098-5	22.34523683	12.16496947	158.5070888	25.3334489	56.49635801	0.463162043	-0.094346513	-0.025836949	0.023766934
SW17098-6	26.34523683	11.36496947	160.5070888	29.3334489	50.89635801	0.453714317	-0.098937799	-0.036912367	0.006909376
SW17098-7	26.34523683	10.76496947	166.5070888	27.3334489	54.69635801	0.491427763	-0.095192173	-0.040542739	-0.000794084
SW17098-8	38.34523683	12.36496947	166.5070888	25.3334489	62.29635801	0.429624961	-0.100974849	-0.027181783	0.023618946
SW17099-1	22.34523683	10.1402748	160.5070888	25.3334489	48.29635801	0.417703521	-0.119603635	-0.017808949	0.024335384
SW17099-2	36.34523683	10.56496947	158.5070888	23.3334489	57.89635801	0.419558039	-0.112861493	-0.021462049	0.021146224
SW17099-6	18.34523683	11.76496947	156.5070888	21.3334489	55.49635801	0.432879741	-0.108242061	-0.016190017	0.027317352
Ryan	39.39286857	10.06496947	155.6862012	29.49895989	57.9077779	0.433079975	-0.103735495	-0.026791031	0.016317235
SW17099-9	18.34523683	11.16496947	156.5070888	21.3334489	46.49635801	0.453598979	-0.105617255	-0.025909969	0.015260524
SW17100-13	22.34523683	10.96496947	176.5070888	25.3334489	59.49635801	0.451241533	-0.097030589	-0.033471467	0.01289256
SW17101-1	40.34523683	11.16496947	168.5070888	27.3334489	56.49635801	0.505060373	-0.087930455	-0.048546079	-0.008134692
SW17101-2	38.34523683	11.46496947	168.5070888	25.3334489	57.49635801	0.524873119	-0.070895473	-0.055721461	-0.002822764
SW17102-3	24.34523683	11.36496947	164.5070888	21.3334489	56.29635801	0.489744275	-0.082060979	-0.047655061	0.006934522
SW17102-4	32.34523683	10.76496947	168.5070888	33.3334489	54.69635801	0.550007479	-0.058247197	-0.065806837	-0.01074561
SW17102-5	36.34523683	11.3402748	160.5070888	27.3334489	56.89635801	0.538776119	-0.064653775	-0.063878987	-0.005491488
SW17102-10	28.34523683	10.26496947	164.5070888	27.3334489	55.89635801	0.492003335	-0.081701869	-0.048845219	0.010344394
SW17102-14	38.34523683	9.564969466	158.5070888	27.3334489	56.89635801	0.525531815	-0.065323533	-0.059610979	0.008888472
Melba	28.91786857	11.36496947	166.6112012	20.54895989	57.0577779	0.521483998	-0.083419262	-0.054716821	-0.000629016
SW17102-16	31.87023683	11.06496947	167.4320888	24.3834489	58.64635801	0.483535634	-0.093032222	-0.047597333	0.011586802
SW17103-1	41.87023683	11.16496947	157.4320888	28.3834489	58.84635801	0.474951424	-0.086886026	-0.047077081	0.010911184
SW17103-2	39.87023683	11.36496947	163.4320888	30.3834489	58.24635801	0.514519042	-0.071534142	-0.048983663	0.00873567
SW17103-3	23.87023683	12.26496947	165.4320888	26.3834489	55.24635801	0.495209334	-0.073583614	-0.043856907	0.012234124
SW17103-4	13.87023683	12.86496947	163.4320888	30.3834489	52.84635801	0.471920816	-0.085785616	-0.034992633	0.018664984
SW17103-5	17.87023683	11.26496947	165.4320888	22.3834489	55.04635801	0.489586972	-0.08884762	-0.034216959	0.011427716
SW17103-6	27.87023683	10.9402748	165.4320888	22.3834489	54.24635801	0.464025436	-0.09458553	-0.028286743	0.022436456
SW17103-7	25.87023683	12.36496947	165.4320888	24.3834489	54.04635801	0.534411306	-0.074493006	-0.042847195	0.008440684
SW17103-8	19.87023683	11.26496947	161.4320888	22.3834489	55.24635801	0.42287359	-0.105349896	-0.019136551	0.030485188
Seahawk	42.91786857	11.66496947	162.6112012	26.54895989	58.2577779	0.474350944	-0.066620614	-0.053317231	0.005067232
SW17103-9	35.87023683	11.76496947	167.4320888	26.3834489	55.44635801	0.478314976	-0.09636865	-0.036723505	0.005848268
SW17103-10	27.87023683	11.26496947	159.4320888	22.3834489	55.04635801	0.491101932	-0.085829296	-0.034697091	0.012154692
SW17104-2	25.87023683	11.36496947	163.4320888	22.3834489	55.04635801	0.387401198	-0.123175698	-0.011099203	0.028135898
SW17104-3	15.87023683	11.16496947	163.4320888	20.3834489	56.84635801	0.410286516	-0.119045652	-0.015901419	0.031092342
SW17104-4	25.87023683	11.46496947	169.4320888	20.3834489	56.24635801	0.47223982	-0.100060884	-0.031818183	0.01462591
SW17104-5	29.87023683	10.46496947	157.4320888	28.3834489	59.24635801	0.404702592	-0.11679429	-0.014616373	0.02790217
SW17104-6	29.87023683	11.6402748	167.4320888	20.3834489	52.04635801	0.481308858	-0.097585184	-0.036986503	0.004313444
SW17104-7	31.87023683	11.16496947	157.4320888	26.3834489	57.64635801	0.47762225	-0.101244876	-0.034590001	0.00571832
SW17104-8	29.87023683	10.56496947	165.4320888	24.3834489	59.04635801	0.41596325	-0.111973312	-0.023427219	0.022459756
Louise	20.91786857	12.36496947	164.6112012	28.54895989	53.4577779	0.48197502	-0.094330404	-0.033985339	0.011839634
SW17104-10	17.87023683	10.16496947	165.4320888	20.3834489	56.44635801	0.428670558	-0.111523728	-0.025540855	0.019338546
SW17105-2	21.87023683	12.06496947	163.4320888	20.3834489	62.44635801	0.524405314	-0.076821272	-0.035257567	0.013767034
SW17105-4	25.87023683	11.56496947	155.4320888	22.3834489	61.44635801	0.402634226	-0.108662338	-0.016949873	0.028693438
SW17105-6	23.87023683	10.56496947	163.4320888	24.3834489	58.84635801	0.468680496	-0.101272888	-0.030411089	0.010349068
SW17106-4	19.87023683	12.26496947	163.4320888	26.3834489	49.24635801	0.420784762	-0.107705506	-0.028341333	0.018904388
SW17107-1	39.87023683	10.76496947	165.4320888	24.3834489	57.64635801	0.537193752	-0.088263726	-0.054239915	-0.014312608
